time,use,gen,House overall [kW],Dishwasher [kW],Furnace 1 [kW],Furnace 2 [kW],Home office [kW],Fridge [kW],Wine cellar [kW],Garage door [kW],Kitchen 12 [kW],Kitchen 14 [kW],Kitchen 38 [kW],Barn [kW],Well [kW],Microwave [kW],Living room [kW],Solar [kW],temperature,icon,humidity,visibility,summary,apparentTemperature,pressure,windSpeed,cloudCover,windBearing,precipIntensity,dewPoint,precipProbability
1451624574,0.660283333,0.003416667,0.660283333,1.67E-05,0.070583333,0.319283333,0.043133333,0.005283333,0.00725,0.013383333,0.000683333,0.0001,1.67E-05,0.031766667,0.001,0.004283333,0.001516667,0.003416667,35.25,clear-night,0.64,10,Clear,30.51,1016.07,5.47,0.75,265,0,24.18,0
1451624575,0.35565,0.00345,0.35565,0,0.070333333,0.0636,0.043633333,0.005116667,0.007133333,0.013233333,0.000783333,3.33E-05,0,0.031816667,0.001,0.004283333,0.001516667,0.00345,35.25,clear-night,0.64,10,Clear,30.51,1016.07,5.47,0.75,265,0,24.18,0
1451624576,0.356166667,0.003433333,0.356166667,1.67E-05,0.070316667,0.064416667,0.043416667,0.00515,0.007116667,0.013166667,0.000733333,1.67E-05,1.67E-05,0.031866667,0.001016667,0.004283333,0.001633333,0.003433333,35.25,clear-night,0.64,10,Clear,30.51,1016.07,5.47,0.75,265,0,24.18,0
1451624577,0.355433333,0.00345,0.355433333,0,0.070266667,0.063566667,0.04335,0.005516667,0.007133333,0.013183333,0.000733333,1.67E-05,0,0.031833333,0.001,0.004266667,0.001683333,0.00345,35.25,clear-night,0.64,10,Clear,30.51,1016.07,5.47,0.75,265,0,24.18,0
1451624578,0.353833333,0.003433333,0.353833333,1.67E-05,0.07025,0.0627,0.04335,0.005133333,0.007116667,0.013166667,0.000733333,0,1.67E-05,0.031883333,0.001033333,0.004283333,0.001666667,0.003433333,35.25,clear-night,0.64,10,Clear,30.51,1016.07,5.47,0.75,265,0,24.18,0
1451624579,0.366983333,0.00345,0.366983333,0,0.070333333,0.063983333,0.05465,0.005133333,0.007216667,0.013183333,0.000733333,3.33E-05,1.67E-05,0.031833333,0.001,0.0043,0.0017,0.00345,35.25,clear-night,0.64,10,Clear,30.51,1016.07,5.47,0.75,265,0,24.18,0
1451624580,0.380316667,0.003433333,0.380316667,0,0.070233333,0.0627,0.070416667,0.0051,0.007166667,0.01315,0.000733333,3.33E-05,3.33E-05,0.031783333,0.001016667,0.004266667,0.00165,0.003433333,35.25,clear-night,0.64,10,Clear,30.51,1016.07,5.47,0.75,265,0,24.18,0
1451624581,0.381716667,0.00345,0.381716667,1.67E-05,0.07045,0.064383333,0.0693,0.0051,0.00725,0.013233333,0.000766667,3.33E-05,0,0.031783333,0.001,0.004283333,0.001566667,0.00345,35.25,clear-night,0.64,10,Clear,30.51,1016.07,5.47,0.75,265,0,24.18,0
1451624582,0.385166667,0.00345,0.385166667,1.67E-05,0.070533333,0.063966667,0.072466667,0.0055,0.00705,0.013233333,0.000716667,1.67E-05,3.33E-05,0.03185,0.001016667,0.0043,0.001583333,0.00345,35.25,clear-night,0.64,10,Clear,30.51,1016.07,5.47,0.75,265,0,24.18,0
1451624583,0.43125,0.003433333,0.43125,0,0.070583333,0.08405,0.094916667,0.005116667,0.0071,0.01325,0.00075,3.33E-05,1.67E-05,0.031883333,0.001016667,0.0043,0.00165,0.003433333,35.25,clear-night,0.64,10,Clear,30.51,1016.07,5.47,0.75,265,0,24.18,0
1451624584,0.532833333,0.003433333,0.532833333,0,0.070616667,0.1727,0.089766667,0.005166667,0.007133333,0.0133,0.00075,3.33E-05,0,0.03185,0.001,0.004283333,0.00165,0.003433333,35.25,clear-night,0.64,10,Clear,30.51,1016.07,5.47,0.75,265,0,24.18,0
1451624585,0.707933333,0.003433333,0.707933333,1.67E-05,0.070866667,0.320466667,0.086933333,0.005216667,0.00725,0.013433333,0.000716667,8.33E-05,0,0.031766667,0.001,0.004283333,0.001583333,0.003433333,35.25,clear-night,0.64,10,Clear,30.51,1016.07,5.47,0.75,265,0,24.18,0
1451624586,1.146783333,0.0034,1.146783333,6.67E-05,0.071266667,0.688533333,0.085066667,0.005416667,0.007466667,0.013716667,0.000633333,0.000233333,0,0.03175,0.001,0.004266667,0.0016,0.0034,35.25,clear-night,0.64,10,Clear,30.51,1016.07,5.47,0.75,265,0,24.18,0
1451624587,1.146333333,0.003433333,1.146333333,8.33E-05,0.071216667,0.68855,0.0846,0.005816667,0.007433333,0.013683333,0.000633333,0.000266667,1.67E-05,0.031716667,0.001,0.004266667,0.001616667,0.003433333,35.25,clear-night,0.64,10,Clear,30.51,1016.07,5.47,0.75,265,0,24.18,0
1451624588,1.140816667,0.0034,1.140816667,6.67E-05,0.071083333,0.689066667,0.080116667,0.005416667,0.007433333,0.013633333,0.00065,0.00025,1.67E-05,0.031716667,0.001,0.004233333,0.001616667,0.0034,35.25,clear-night,0.64,10,Clear,30.51,1016.07,5.47,0.75,265,0,24.18,0
1451624589,1.104866667,0.003433333,1.104866667,6.67E-05,0.071233333,0.660216667,0.079033333,0.005383333,0.0074,0.013683333,0.00065,0.00025,1.67E-05,0.031716667,0.001,0.004266667,0.001683333,0.003433333,35.25,clear-night,0.64,10,Clear,30.51,1016.07,5.47,0.75,265,0,24.18,0
1451624590,1.004516667,0.003416667,1.004516667,5.00E-05,0.07105,0.580533333,0.075966667,0.005366667,0.007366667,0.0136,0.00065,0.000216667,5.00E-05,0.031583333,0.001,0.004266667,0.001733333,0.003416667,35.25,clear-night,0.64,10,Clear,30.51,1016.07,5.47,0.75,265,0,24.18,0
1451624591,0.69745,0.003433333,0.69745,1.67E-05,0.070866667,0.320966667,0.078616667,0.005266667,0.0073,0.013433333,0.0007,8.33E-05,0,0.03175,0.00105,0.004283333,0.0016,0.003433333,35.25,clear-night,0.64,10,Clear,30.51,1016.07,5.47,0.75,265,0,24.18,0
1451624592,0.400966667,0.00345,0.400966667,0,0.070616667,0.0734,0.076833333,0.0055,0.007183333,0.013233333,0.00075,1.67E-05,1.67E-05,0.03185,0.001,0.0043,0.001683333,0.00345,35.25,clear-night,0.64,10,Clear,30.51,1016.07,5.47,0.75,265,0,24.18,0
1451624593,0.394983333,0.003466667,0.394983333,1.67E-05,0.0706,0.066516667,0.079666667,0.005133333,0.007066667,0.013233333,0.00075,6.67E-05,1.67E-05,0.031816667,0.001016667,0.0043,0.001616667,0.003466667,35.25,clear-night,0.64,10,Clear,30.51,1016.07,5.47,0.75,265,0,24.18,0
1451624594,0.578283333,0.003416667,0.578283333,1.67E-05,0.091583333,0.062466667,0.071583333,0.146083333,0.007083333,0.013216667,0.000433333,5.00E-05,1.67E-05,0.031833333,0.001016667,0.004283333,0.001416667,0.003416667,35.25,clear-night,0.64,10,Clear,30.51,1016.07,5.47,0.75,265,0,24.18,0
1451624595,0.6243,0.003433333,0.6243,0,0.097966667,0.064516667,0.078066667,0.170833333,0.00705,0.013083333,0.000333333,5.00E-05,3.33E-05,0.03175,0.001,0.004266667,0.001683333,0.003433333,35.25,clear-night,0.64,10,Clear,30.51,1016.07,5.47,0.75,265,0,24.18,0
1451624596,0.836433333,0.003433333,0.836433333,0.00025,0.423983333,0.063583333,0.074833333,0.089666667,0.006816667,0.01275,0.0006,0.000216667,0,0.031783333,0.001033333,0.004283333,0.00145,0.003433333,35.25,clear-night,0.64,10,Clear,30.51,1016.07,5.47,0.75,265,0,24.18,0
1451624597,0.81695,0.003483333,0.81695,0.000233333,0.502133333,0.064083333,0.076466667,0.010883333,0.0069,0.012616667,0.000766667,0.000366667,0,0.03185,0.001016667,0.004283333,0.001583333,0.003483333,35.25,clear-night,0.64,10,Clear,30.51,1016.07,5.47,0.75,265,0,24.18,0
1451624598,0.795916667,0.00345,0.795916667,0.000266667,0.4999,0.062316667,0.066516667,0.005233333,0.006916667,0.01265,0.000816667,0.00035,0,0.0319,0.001033333,0.0043,0.0016,0.00345,35.25,clear-night,0.64,10,Clear,30.51,1016.07,5.47,0.75,265,0,24.18,0
